"","X","Marital.status","Application.mode","Application.order","Course","Daytime.evening.attendance.","Previous.qualification","Previous.qualification..grade.","Nacionality","Mother.s.qualification","Father.s.qualification","Mother.s.occupation","Father.s.occupation","Admission.grade","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Curricular.units.1st.sem..credited.","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..evaluations.","Curricular.units.1st.sem..approved.","Curricular.units.1st.sem..grade.","Curricular.units.1st.sem..without.evaluations.","Curricular.units.2nd.sem..credited.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..evaluations.","Curricular.units.2nd.sem..approved.","Curricular.units.2nd.sem..grade.","Curricular.units.2nd.sem..without.evaluations.","Unemployment.rate","Inflation.rate","GDP","Target"
"770",1048,1,1,6,9500,1,1,141,1,2,1,4,4,136.3,1,0,0,1,0,0,19,0,0,8,8,7,14.1,0,0,8,8,7,14.1,0,10.8,1.4,1.74,"Not Dropout"
"771",1049,1,1,1,9500,1,1,133,1,1,19,9,6,121.5,1,0,0,1,0,1,20,0,0,7,8,6,12.3966666666667,0,0,8,9,7,12.9428571428571,0,11.1,0.6,2.02,"Not Dropout"
"772",1050,1,1,1,9500,1,1,143,1,38,38,5,5,133.9,0,0,0,1,0,0,18,0,0,7,7,7,15.0142857142857,0,0,8,8,8,16.0875,0,12.4,0.5,1.79,"Not Dropout"
"773",1051,1,1,1,171,1,1,141,1,1,38,4,8,136.8,1,0,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,"Not Dropout"
"774",1052,1,17,2,9500,1,1,134,1,19,37,4,7,133.5,1,0,0,1,0,0,19,0,0,7,8,7,14.05,0,0,8,8,8,15.1,0,13.9,-0.3,0.79,"Not Dropout"
"775",1053,1,17,3,9500,1,1,138,1,3,3,4,5,130,1,0,0,1,0,0,18,0,0,7,8,7,14.85,0,0,8,8,8,15.2,0,13.9,-0.3,0.79,"Dropout"
"776",1054,1,44,1,9085,1,39,140,1,3,3,2,2,140,1,0,0,1,0,0,19,0,0,6,10,6,13,0,0,6,19,5,13,0,12.4,0.5,1.79,"Not Dropout"
"777",1057,1,1,2,9500,1,1,131,1,1,37,4,4,126.1,1,0,0,1,0,1,19,0,0,7,7,7,12.4957142857143,0,0,8,9,7,12.2428571428571,0,11.1,0.6,2.02,"Dropout"
"778",1058,1,1,1,9500,1,1,130,1,1,38,1,7,120,0,0,0,1,0,0,19,0,0,7,7,6,14.5666666666667,0,0,7,7,6,14.5666666666667,0,7.6,2.6,0.32,"Not Dropout"
"779",1060,1,1,1,9500,1,1,130,1,19,19,4,10,116.8,0,0,0,1,0,0,20,0,0,8,8,7,12.6857142857143,0,0,8,8,7,12.6857142857143,0,12.7,3.7,-1.7,"Not Dropout"
"780",1061,1,53,1,9238,1,42,130,1,1,19,5,5,128.3,0,0,1,0,0,0,23,0,5,9,12,7,13.5714285714286,0,4,9,14,4,13.25,0,8.9,1.4,3.51,"Dropout"
"781",1062,1,1,1,9070,1,1,133.1,1,19,19,7,7,117,0,0,0,1,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"782",1063,1,39,1,8014,0,1,130,1,37,11,9,10,131.5,0,0,0,1,0,0,27,0,0,6,8,5,11,0,0,6,7,6,11.1666666666667,0,11.1,0.6,2.02,"Not Dropout"
"783",1064,1,1,1,9500,1,1,149,1,19,1,4,4,134.8,0,0,0,1,0,0,18,0,0,8,8,8,14.445,0,0,8,8,8,14.445,0,9.4,-0.8,-3.12,"Not Dropout"
"784",1066,1,7,1,8014,0,40,130,1,19,1,5,10,130,1,0,1,0,0,0,23,0,7,12,12,11,14,0,4,10,11,8,14.625,0,13.9,-0.3,0.79,"Dropout"
"785",1067,1,1,6,9500,1,1,145,1,38,37,5,6,127.5,1,0,0,1,0,1,19,0,0,7,7,6,13.4166666666667,0,0,7,7,6,13.4166666666667,0,7.6,2.6,0.32,"Not Dropout"
"786",1071,1,1,1,9500,1,1,140,1,1,1,4,4,123.5,1,0,0,1,0,1,19,0,0,8,8,8,14.75,0,0,8,8,8,14.75,0,9.4,-0.8,-3.12,"Not Dropout"
"787",1072,1,44,1,9238,1,39,140,1,19,19,8,8,144.3,1,0,0,1,0,1,19,0,3,6,7,6,13.1428571428571,0,2,6,6,6,14.3333333333333,0,12.4,0.5,1.79,"Not Dropout"
"788",1073,1,1,1,9853,1,1,145,1,38,37,5,5,142.2,0,0,0,1,0,0,19,0,0,6,9,4,12.5,0,0,6,9,5,12.5,0,9.4,-0.8,-3.12,"Not Dropout"
"789",1074,1,1,1,9085,1,1,151,1,3,3,1,90,161.9,0,0,0,1,0,0,18,0,0,5,6,4,13.75,0,0,5,8,5,14.8571428571429,0,7.6,2.6,0.32,"Not Dropout"
"790",1076,1,1,2,9773,1,1,116,1,19,19,4,7,110.1,1,0,0,1,0,0,18,0,0,6,6,6,13.3333333333333,0,0,6,6,6,12,0,11.1,0.6,2.02,"Not Dropout"
"791",1078,1,17,1,9254,1,1,158,1,37,37,5,9,138.1,1,0,0,1,0,0,19,0,0,6,8,4,12.5,0,0,6,11,1,14,0,7.6,2.6,0.32,"Dropout"
"792",1081,1,1,1,9070,1,1,126,1,1,19,4,0,120.1,0,1,0,1,0,1,20,0,0,6,6,6,13.1666666666667,0,0,6,6,6,12.6666666666667,0,11.1,0.6,2.02,"Not Dropout"
"793",1084,1,1,1,9853,1,1,153,1,1,19,9,4,139.7,1,0,0,1,0,1,19,0,0,7,7,7,13.4285714285714,0,0,7,7,7,14.8571428571429,0,11.1,0.6,2.02,"Not Dropout"
"794",1085,1,1,2,9070,1,1,124,1,19,1,9,3,123.7,1,0,0,1,0,1,18,0,1,6,8,6,12.7142857142857,1,0,6,8,6,12.625,0,13.9,-0.3,0.79,"Not Dropout"
"795",1086,1,17,2,9130,1,1,127,1,3,1,2,1,116.5,0,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"796",1087,1,17,1,9670,1,1,126,1,12,38,9,5,122.2,0,0,0,1,0,1,19,0,0,6,6,6,13.6666666666667,0,0,6,9,6,13.6666666666667,0,8.9,1.4,3.51,"Not Dropout"
"797",1090,1,43,1,171,1,1,133,1,19,19,5,7,133,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,"Not Dropout"
"798",1091,1,17,1,9130,1,1,130,1,1,1,4,5,123.8,0,0,0,1,0,0,18,0,0,5,7,4,12,0,0,5,6,5,12,0,7.6,2.6,0.32,"Not Dropout"
"799",1092,1,17,3,9773,1,1,127,1,19,19,5,8,120,0,0,0,1,0,0,18,0,0,6,6,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,"Dropout"
"800",1093,1,17,3,9238,1,1,143,1,37,38,0,7,126.9,1,0,0,1,0,0,18,0,0,6,14,5,11,0,0,6,6,6,11.6666666666667,0,7.6,2.6,0.32,"Not Dropout"
"801",1094,1,18,4,9773,1,1,130,1,19,19,4,4,121.3,1,0,0,1,0,0,20,0,0,6,12,5,12,0,0,6,8,6,11.5714285714286,0,15.5,2.8,-4.06,"Dropout"
"802",1095,1,17,3,9500,1,1,136,1,19,1,9,9,129,1,0,0,1,0,1,19,0,0,7,7,7,13.3085714285714,0,0,8,10,8,12.55,0,12.4,0.5,1.79,"Not Dropout"
"803",1096,1,1,1,9853,1,1,125,1,37,37,9,9,114.9,1,0,1,0,0,0,21,0,0,6,8,3,13.6666666666667,0,0,6,7,3,10.6666666666667,0,15.5,2.8,-4.06,"Dropout"
"804",1097,1,17,1,9670,1,3,110,1,12,3,5,8,106.5,1,0,1,0,0,0,20,0,0,6,6,0,0,0,0,6,9,0,0,0,10.8,1.4,1.74,"Dropout"
"805",1098,1,1,1,9254,1,1,130,1,37,38,9,9,133.9,1,0,0,1,0,0,18,0,0,6,10,5,12.2,0,0,6,8,4,11.25,0,9.4,-0.8,-3.12,"Not Dropout"
"806",1099,1,1,1,9773,1,1,135,1,1,4,5,3,124.9,0,0,0,1,0,1,20,0,0,6,7,6,12.6666666666667,0,0,6,6,6,12.8333333333333,0,10.8,1.4,1.74,"Not Dropout"
"807",1100,1,1,2,9500,1,1,133,1,19,37,1,9,128.5,1,0,0,1,0,1,19,0,0,8,8,8,14.07125,0,0,8,8,8,14.07125,0,9.4,-0.8,-3.12,"Not Dropout"
"808",1102,1,17,1,9130,1,1,122,1,19,19,9,9,121.7,1,0,0,0,0,0,22,0,0,6,0,0,0,0,0,2,2,0,0,2,9.4,-0.8,-3.12,"Dropout"
"809",1103,1,1,2,9853,1,1,121,1,38,38,7,5,120,1,0,0,1,0,0,18,0,0,6,10,3,12,0,0,6,8,4,10.25,0,10.8,1.4,1.74,"Not Dropout"
"810",1104,1,43,1,9147,1,1,123,1,3,19,9,9,113.2,0,0,0,1,0,0,21,0,3,10,18,6,11.1666666666667,2,4,10,16,7,10.5714285714286,0,7.6,2.6,0.32,"Not Dropout"
"811",1105,1,1,1,9238,1,1,128,1,19,19,0,5,120.3,1,0,0,1,0,0,19,0,0,6,12,2,13,0,0,6,8,5,11.6,0,7.6,2.6,0.32,"Not Dropout"
"812",1107,1,1,2,9500,1,1,124,1,34,34,0,0,123.3,1,0,0,1,0,1,20,0,0,8,8,7,14.9014285714286,1,0,8,8,7,14.9014285714286,1,9.4,-0.8,-3.12,"Dropout"
"813",1108,1,1,3,9500,1,1,135,1,38,19,8,8,126.3,1,0,1,1,0,1,18,0,0,7,8,7,12.65,0,0,8,9,8,12.4455555555556,0,15.5,2.8,-4.06,"Not Dropout"
"814",1109,1,51,1,9991,0,42,110,1,19,37,5,9,128.2,0,0,0,0,0,0,22,0,7,12,12,7,11,0,5,5,5,5,10.6,0,8.9,1.4,3.51,"Dropout"
"815",1110,1,17,4,9085,1,1,138,1,19,36,90,7,134.9,1,0,0,1,0,0,20,0,0,5,7,4,12.4,0,0,5,9,5,12.6666666666667,0,7.6,2.6,0.32,"Not Dropout"
"816",1111,1,44,1,9003,1,39,140,1,38,38,6,6,140,0,0,0,1,0,0,19,0,0,6,7,6,12,0,0,6,7,6,12.6666666666667,0,12.4,0.5,1.79,"Not Dropout"
"817",1112,1,1,5,9500,1,1,126,1,1,19,6,7,115.5,1,0,0,1,0,1,19,0,0,7,8,7,12.1357142857143,0,0,8,10,7,13.3285714285714,0,12.4,0.5,1.79,"Not Dropout"
"818",1113,1,1,2,9500,1,1,113,1,38,19,9,7,106.7,1,0,0,1,0,1,20,0,0,7,10,5,12.62,0,0,7,8,6,12.5,0,11.1,0.6,2.02,"Not Dropout"
"819",1114,1,39,1,9991,0,1,120,1,38,38,3,3,140,0,0,0,1,0,0,25,0,0,5,11,3,10.6666666666667,0,0,5,11,3,11.3333333333333,0,15.5,2.8,-4.06,"Not Dropout"
"820",1115,1,1,1,9500,1,1,145,1,19,19,9,7,136.6,0,0,0,1,0,1,19,0,0,7,12,6,13.7666666666667,0,0,8,10,7,14.0514285714286,0,15.5,2.8,-4.06,"Not Dropout"
"821",1116,1,18,1,9500,1,1,124,1,38,37,9,7,119.3,1,0,0,1,0,0,19,0,0,8,8,8,13.11625,0,0,8,8,8,13.11625,0,9.4,-0.8,-3.12,"Not Dropout"
"822",1117,1,1,1,9070,1,1,160,1,3,38,1,9,152,1,0,0,0,0,0,19,0,0,5,5,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,"Dropout"
"823",1118,1,1,1,9500,1,1,138,1,38,19,9,5,144.3,0,0,0,1,0,0,20,0,0,7,9,6,12.7,0,0,8,8,7,13.5714285714286,0,13.9,-0.3,0.79,"Not Dropout"
"824",1120,1,17,1,9500,1,1,127,1,19,38,5,9,129.5,1,0,0,1,0,1,20,0,0,7,7,6,12.3333333333333,0,0,7,7,6,12.3333333333333,0,7.6,2.6,0.32,"Not Dropout"
"825",1122,1,1,3,9670,1,1,111,1,1,1,5,5,105.4,0,0,0,1,0,0,20,0,0,5,6,5,13.3333333333333,0,0,5,6,5,13.2,0,7.6,2.6,0.32,"Not Dropout"
"826",1123,1,42,1,9500,1,1,100,1,1,19,4,8,136,1,0,0,1,0,0,21,0,4,7,9,7,14.3555555555556,0,5,8,8,8,13.49375,0,15.5,2.8,-4.06,"Not Dropout"
"827",1124,1,44,1,9003,1,39,160,1,37,38,9,9,160,0,0,1,1,0,1,19,0,0,6,8,6,13,0,0,6,11,5,13,0,15.5,2.8,-4.06,"Not Dropout"
"828",1125,1,1,1,9773,1,1,152,1,38,37,9,9,139.1,0,0,0,1,0,1,19,0,0,6,6,6,12.8333333333333,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,"Not Dropout"
"829",1126,1,1,2,9670,1,1,144,1,37,38,9,9,126.9,0,0,0,1,0,1,21,0,0,5,5,5,13.2,0,0,5,5,4,13,0,9.4,-0.8,-3.12,"Not Dropout"
"830",1127,1,39,1,9500,1,3,133.8,1,3,37,2,10,184,0,0,0,1,0,0,28,0,0,7,9,7,17.0055555555556,0,1,8,9,8,16.5822222222222,0,15.5,2.8,-4.06,"Not Dropout"
"831",1128,1,1,1,9238,1,1,125,1,37,38,9,9,125,1,0,1,0,0,1,19,0,0,6,8,5,10.6,0,0,6,8,5,11,0,10.8,1.4,1.74,"Not Dropout"
"832",1130,5,17,5,9500,1,1,143,1,37,38,5,8,133.5,1,0,0,1,0,1,18,0,0,8,8,7,12.1142857142857,0,0,8,8,7,12.1142857142857,0,12.7,3.7,-1.7,"Not Dropout"
"833",1131,1,1,3,9500,1,1,145,1,19,37,7,7,141.5,1,0,0,1,0,1,18,0,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,9.4,-0.8,-3.12,"Not Dropout"
"834",1132,1,42,1,9500,1,1,120,1,1,2,9,3,130,1,0,0,1,0,0,22,0,4,8,8,7,13.2857142857143,0,4,8,8,7,13.2857142857143,0,12.7,3.7,-1.7,"Not Dropout"
"835",1134,1,1,1,9500,1,1,145,1,19,1,9,5,145,0,0,0,1,0,1,18,0,0,7,7,7,14.0714285714286,0,0,8,8,8,15.1625,0,13.9,-0.3,0.79,"Not Dropout"
"836",1136,1,44,1,171,1,39,110,1,37,37,5,6,108.3,0,0,0,0,0,0,26,0,4,9,9,4,11.25,0,3,10,12,3,11,0,12.4,0.5,1.79,"Dropout"
"837",1137,1,1,3,9070,1,1,136,1,37,38,9,9,125.2,1,0,0,1,0,1,18,0,0,6,6,6,14,0,0,6,8,6,13.625,0,10.8,1.4,1.74,"Not Dropout"
"838",1139,1,17,4,9500,1,1,141,1,38,37,3,3,126.3,1,0,0,1,0,0,18,0,0,8,8,7,13.2971428571429,0,0,8,8,7,13.2971428571429,0,10.8,1.4,1.74,"Not Dropout"
"839",1140,1,1,1,9085,1,1,149,1,19,19,4,6,147.6,1,0,0,1,0,0,20,0,0,6,14,6,13.9230769230769,0,0,6,9,6,14.25,0,15.5,2.8,-4.06,"Not Dropout"
"840",1141,1,1,6,9500,1,1,130,1,38,19,5,6,125.1,1,0,0,1,0,0,18,0,0,7,11,7,13.37,0,0,8,13,7,12.8333333333333,0,15.5,2.8,-4.06,"Not Dropout"
"841",1142,1,17,6,9147,1,1,121,1,19,38,7,9,123.8,0,0,0,1,0,1,19,0,0,5,5,5,12.4,0,0,5,8,3,11,0,12.7,3.7,-1.7,"Not Dropout"
"842",1144,1,1,1,9853,1,1,152,1,19,19,9,5,154.1,0,0,1,1,0,1,18,0,0,6,6,6,13.3333333333333,0,0,6,7,6,12.5714285714286,0,12.7,3.7,-1.7,"Not Dropout"
"843",1145,1,16,2,9147,1,1,132,1,37,37,9,9,122.6,1,0,0,1,0,1,20,0,0,5,8,3,12,0,0,5,9,4,12.625,0,10.8,1.4,1.74,"Not Dropout"
"844",1146,1,1,2,8014,0,1,107,1,19,11,0,0,103.5,1,0,0,1,0,0,22,0,0,6,7,5,13.4,0,0,6,9,5,12.2,0,7.6,2.6,0.32,"Not Dropout"
"845",1147,1,1,1,171,1,1,131,1,19,38,4,5,132.8,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,"Not Dropout"
"846",1148,1,51,1,9991,0,1,141,1,19,38,5,7,100,0,0,0,1,0,0,21,0,1,5,9,4,11.5,0,1,5,5,5,11.4,0,8.9,1.4,3.51,"Not Dropout"
"847",1149,1,18,2,9853,1,1,120,1,1,1,9,0,115.8,0,0,0,1,0,0,18,0,0,7,12,6,12,0,0,7,11,6,12.1666666666667,0,13.9,-0.3,0.79,"Not Dropout"
"848",1150,1,1,1,9500,1,1,148,1,19,19,4,4,133.8,0,0,0,1,0,0,18,0,0,8,8,7,13.4857142857143,0,0,8,8,7,13.4857142857143,0,12.7,3.7,-1.7,"Not Dropout"
"849",1151,1,1,1,9070,1,1,130,1,12,19,4,5,118.5,0,1,0,1,0,1,18,0,0,6,6,6,12,0,0,6,8,6,11.2857142857143,0,8.9,1.4,3.51,"Not Dropout"
"850",1152,1,17,1,171,1,1,145,1,37,37,9,1,150.3,1,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"851",1153,1,17,3,9147,1,1,112,1,1,19,3,5,107.8,1,0,0,1,0,0,19,0,0,5,7,3,10.3333333333333,0,0,5,11,3,14.4285714285714,0,10.8,1.4,1.74,"Not Dropout"
"852",1154,1,1,1,9500,1,1,138,1,38,1,9,4,127.5,1,0,0,1,0,0,19,0,0,7,10,5,12.94,0,0,7,7,5,13.76,0,16.2,0.3,-0.92,"Not Dropout"
"853",1155,1,1,3,9500,1,1,135,1,1,37,7,7,120.5,1,0,0,1,0,0,19,0,0,8,11,7,13.2585714285714,0,0,8,11,7,13.2585714285714,0,10.8,1.4,1.74,"Not Dropout"
"854",1156,1,1,1,9147,1,1,118,1,1,2,10,10,117.3,1,0,0,1,0,0,19,0,0,5,9,4,12.25,0,0,5,10,4,12,0,8.9,1.4,3.51,"Not Dropout"
"855",1157,1,17,1,9254,1,1,123,1,38,37,9,7,120.6,1,0,0,0,0,0,19,0,0,6,9,3,11.6666666666667,0,0,6,15,1,10,0,10.8,1.4,1.74,"Dropout"
"856",1158,1,16,4,9254,1,1,126,1,38,37,9,7,118.7,1,0,0,1,0,1,21,0,0,6,7,6,13.5714285714286,0,0,6,6,6,12.5,0,8.9,1.4,3.51,"Not Dropout"
"857",1160,1,1,1,9147,1,1,121,1,19,19,3,9,112.6,1,0,0,1,0,1,20,0,0,5,7,5,14.2,0,0,5,7,5,13.2857142857143,0,11.1,0.6,2.02,"Not Dropout"
"858",1161,1,39,1,9991,0,19,133.1,1,37,37,9,9,117.2,0,0,0,1,0,0,41,0,0,5,8,5,11,0,0,5,6,5,11.8,1,7.6,2.6,0.32,"Not Dropout"
"859",1163,1,17,3,9500,1,1,139,1,38,1,9,5,131.8,1,0,0,1,0,0,18,0,0,8,8,7,14.6528571428571,0,0,8,8,7,14.6528571428571,0,10.8,1.4,1.74,"Not Dropout"
"860",1164,4,39,1,8014,0,1,160,1,37,37,3,4,97,0,0,0,1,0,1,35,0,0,6,9,6,11.3333333333333,0,0,6,6,6,11.3333333333333,0,15.5,2.8,-4.06,"Not Dropout"
"861",1166,1,39,1,8014,0,40,140,1,19,37,5,9,148,0,0,0,1,0,0,37,0,7,11,11,11,13.7272727272727,0,4,8,8,8,14.75,0,12.4,0.5,1.79,"Not Dropout"
"862",1167,2,39,2,9147,1,3,130,1,3,37,9,9,103.4,0,0,0,1,0,0,30,0,4,7,9,7,11.75,0,3,8,12,7,11.1428571428571,0,12.7,3.7,-1.7,"Dropout"
"863",1168,1,43,2,9773,1,1,132,1,19,19,0,0,127.1,0,0,0,1,1,0,23,0,0,6,9,6,12.3333333333333,0,0,6,11,5,13,0,7.6,2.6,0.32,"Not Dropout"
"864",1169,1,17,2,9773,1,1,139,1,3,1,2,7,124,1,0,0,1,0,1,20,0,0,6,6,6,14,0,0,6,7,6,13.8571428571429,0,15.5,2.8,-4.06,"Dropout"
"865",1171,1,1,1,9147,1,1,117,1,38,19,5,7,118.1,0,0,0,1,1,0,19,0,0,5,6,5,11.2,0,0,5,5,5,13.2,0,12.4,0.5,1.79,"Not Dropout"
"866",1172,1,17,4,9500,1,1,137,1,1,19,4,3,121.3,1,0,0,1,1,1,18,0,0,8,8,7,15.07,0,0,8,8,7,15.07,0,10.8,1.4,1.74,"Not Dropout"
"867",1173,1,42,1,9119,1,1,144,1,34,34,0,0,119.5,0,0,0,1,1,0,18,0,0,5,6,1,10,0,0,5,7,1,12,0,10.8,1.4,1.74,"Dropout"
"868",1176,1,17,4,9254,1,1,130,1,19,1,5,5,130,1,0,0,1,1,0,18,0,0,6,7,4,11,0,0,6,7,3,11.25,0,16.2,0.3,-0.92,"Dropout"
"869",1177,1,16,2,9238,1,1,130,1,37,37,5,6,126.9,1,0,0,1,0,0,18,0,0,6,8,6,13.5714285714286,0,0,6,11,5,12.1666666666667,0,9.4,-0.8,-3.12,"Not Dropout"
"870",1179,4,39,1,9500,1,1,133.1,1,37,37,9,9,130,0,0,1,1,0,0,38,0,0,7,13,3,11.8333333333333,0,0,7,14,2,10,0,16.2,0.3,-0.92,"Dropout"
"871",1180,1,18,1,9556,1,1,140,1,38,37,9,9,122.8,0,0,0,1,0,1,19,0,0,7,11,7,12.625,0,0,8,11,8,12.5125,0,12.7,3.7,-1.7,"Not Dropout"
"872",1181,6,39,1,9500,1,1,133.1,1,37,37,9,9,110,0,0,0,1,0,0,36,0,0,7,12,4,11.5,0,0,7,14,3,12.3333333333333,0,16.2,0.3,-0.92,"Dropout"
"873",1182,1,16,1,9085,1,1,140,1,1,1,9,9,127.1,1,0,0,1,0,0,18,0,0,5,8,4,13.25,1,0,5,10,4,10.5,0,12.7,3.7,-1.7,"Not Dropout"
"874",1183,1,1,3,9500,1,1,133.1,1,19,19,5,5,108.5,1,0,0,1,0,0,19,0,0,7,9,7,12.60625,0,0,8,12,6,11.9,0,12.4,0.5,1.79,"Not Dropout"
"875",1184,1,53,1,9085,1,42,140,1,19,38,9,9,138.2,0,0,1,0,0,0,21,0,7,10,15,8,13.75,0,4,9,17,5,13.2,0,8.9,1.4,3.51,"Dropout"
"876",1185,1,1,2,9500,1,1,133.1,1,19,38,192,192,96,1,0,0,1,0,0,19,0,0,7,10,6,13.5983333333333,0,0,8,11,6,11.9333333333333,0,11.1,0.6,2.02,"Not Dropout"
"877",1186,1,1,1,9238,1,1,135,1,19,19,9,9,124.5,0,0,0,1,0,1,18,0,0,6,11,5,11.1428571428571,0,0,6,8,6,12.2857142857143,0,16.2,0.3,-0.92,"Not Dropout"
"878",1187,2,7,1,9500,1,3,120,1,37,19,9,7,120,1,0,0,1,0,0,45,0,7,11,11,11,12.7,0,6,10,12,10,12.9681818181818,0,13.9,-0.3,0.79,"Not Dropout"
"879",1188,1,17,1,9147,1,1,140,1,37,37,9,7,132.3,1,0,0,1,0,0,20,0,0,5,9,1,10,0,0,5,10,1,11,0,7.6,2.6,0.32,"Dropout"
"880",1189,1,17,1,9254,1,1,128,1,19,1,5,7,120.7,1,0,1,1,0,0,18,0,0,6,8,6,11.6666666666667,0,0,6,10,4,11.5,0,13.9,-0.3,0.79,"Not Dropout"
"881",1190,1,1,1,9670,1,1,141,1,1,19,4,4,132.6,0,0,0,1,0,1,18,0,0,6,8,6,14,0,0,6,7,6,13.1428571428571,0,11.1,0.6,2.02,"Not Dropout"
"882",1193,1,1,1,171,1,1,142,1,19,19,7,7,142,1,0,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,"Not Dropout"
"883",1194,1,7,1,9254,1,40,130,1,1,1,3,6,130,0,0,0,1,0,0,39,0,12,13,14,13,13.7692307692308,0,9,12,16,12,14.5833333333333,0,13.9,-0.3,0.79,"Not Dropout"
"884",1195,2,39,1,9003,1,1,130,1,38,37,9,9,144,0,0,0,1,0,0,29,0,13,18,20,18,15.4444444444444,0,11,13,13,13,15.3076923076923,0,15.5,2.8,-4.06,"Not Dropout"
"885",1196,1,17,1,9853,1,1,125,1,19,19,4,7,128.5,1,0,0,1,0,0,18,0,0,7,9,6,11.5,0,0,7,8,7,12.7142857142857,0,13.9,-0.3,0.79,"Not Dropout"
"886",1197,1,7,1,9070,1,3,140,1,37,2,9,3,140,0,0,0,0,0,0,23,0,0,3,3,2,10,0,0,6,0,0,0,0,10.8,1.4,1.74,"Dropout"
"887",1198,1,42,1,9853,1,1,120,1,1,37,5,5,113.9,1,0,0,1,0,0,21,0,0,6,8,4,12.25,0,0,6,13,3,10.3333333333333,0,12.7,3.7,-1.7,"Dropout"
"888",1199,1,1,1,9238,1,1,147,1,1,19,4,4,137.2,0,0,0,0,0,0,18,0,0,6,6,6,14.5,0,0,6,6,6,15.1666666666667,0,10.8,1.4,1.74,"Not Dropout"
"889",1200,1,7,1,9085,1,40,140,1,1,19,5,5,140,1,0,0,1,0,0,23,0,0,6,7,6,15.5714285714286,0,0,6,8,6,16.375,0,12.4,0.5,1.79,"Not Dropout"
"890",1202,2,39,1,8014,0,19,133.1,1,37,37,4,8,112.5,0,0,0,1,0,0,32,0,0,6,8,5,13.8,0,0,6,7,6,12.1666666666667,0,9.4,-0.8,-3.12,"Not Dropout"
"891",1203,2,39,2,9147,1,1,150,1,19,37,9,7,101,0,0,1,0,0,0,29,0,0,5,8,3,10.6666666666667,0,0,5,14,2,14.8,0,10.8,1.4,1.74,"Dropout"
"892",1205,1,39,1,9238,1,1,140,1,34,34,0,0,114,1,0,0,0,0,0,28,0,0,6,11,1,13,0,0,6,12,0,0,0,9.4,-0.8,-3.12,"Dropout"
"893",1206,1,7,1,9147,1,3,130,1,38,38,1,9,130,0,0,0,1,0,0,27,0,0,5,9,3,12,0,0,5,11,4,13.625,0,10.8,1.4,1.74,"Not Dropout"
"894",1208,2,39,1,9003,1,19,133.1,1,19,37,9,10,120,0,0,1,1,0,0,37,0,0,6,10,6,12.875,0,0,6,12,6,12.9,0,16.2,0.3,-0.92,"Not Dropout"
"895",1209,1,7,1,8014,0,3,130,1,37,38,0,5,130,0,0,0,0,0,0,28,0,0,6,12,1,11,0,0,6,0,0,0,0,12.7,3.7,-1.7,"Dropout"
"896",1210,2,39,1,9003,1,1,120,1,37,37,9,9,125.7,0,0,1,0,0,0,43,0,0,6,10,4,12.25,0,0,6,13,4,10.5,0,8.9,1.4,3.51,"Dropout"
"897",1211,1,43,1,9556,1,1,140,1,37,37,9,9,128,1,0,0,0,0,0,32,0,0,7,7,0,0,7,0,8,8,0,0,7,10.8,1.4,1.74,"Dropout"
"898",1212,1,17,1,9238,1,1,123,1,1,1,9,9,113.2,0,0,0,1,0,1,20,0,0,6,11,4,10.75,0,0,6,13,5,11.5,0,15.5,2.8,-4.06,"Not Dropout"
"899",1213,4,39,1,9500,1,19,133.1,1,38,1,9,4,120,0,0,0,1,0,1,35,0,0,8,9,8,13.63,1,0,8,9,8,13.63,1,9.4,-0.8,-3.12,"Not Dropout"
"900",1215,1,1,4,9500,1,1,126,1,19,19,7,9,121.3,1,0,0,1,0,1,18,0,0,7,9,6,13.5333333333333,0,0,7,7,7,12.2285714285714,0,12.4,0.5,1.79,"Not Dropout"
"901",1216,1,1,1,9500,1,1,176,1,3,38,3,7,169.7,0,0,0,1,0,1,18,0,0,7,7,7,16.9,0,0,8,9,8,16.3777777777778,0,16.2,0.3,-0.92,"Not Dropout"
"902",1217,1,17,4,9238,1,1,124,1,19,19,5,8,117.7,1,0,0,1,0,0,18,0,0,6,10,5,12,0,0,6,11,4,12,0,16.2,0.3,-0.92,"Not Dropout"
